Protein,Delta,DeltaSquared
Plate2_C9_PTK2B(Y402)_R&D,0.005555327,0.090383818
Plate2_D1_PTK2_Santa,0.084770076,0.123027333
Plate2_D10_CD24_AbD,0.043605742,0.094613173
Plate2_D11_MAPK3 (Y204)_Santa,-0.130660059,0.128033117
Plate2_D12_LYZ_AbD,-0.00341273,0.033314448
Plate2_D13_AKT1/2/3 (S473)_Santa,-0.032620537,0.426662542
Plate2_D14_IFNG_AbD,0.036136039,0.141238967
Plate2_D15_AKT1/2/3 (T308)_Santa,-0.125659587,0.111455897
Plate2_D16_CEACAM1/3/6_AbD,0.069925449,0.118917832
Plate2_D17_ESR1 (S104/106)_Santa,-0.146676209,0.176143569
Plate2_D18_ITGA3_AbD,0.141197516,0.2156037
Plate2_D19_TRPS1_Santa,-0.005731963,0.045844596
Plate2_D2_ICAM2_AbD,-0.0382838,0.038805861
Plate2_D20_TNFRSF1B _AbD,0.089255683,0.047295251
Plate2_D21_ESR1_Santa,-0.047337537,0.042882004
Plate2_D22_CDC25A_AbD,0.048831196,0.047057763
Plate2_D23_SMAD4_Santa,0.091985447,0.180177944
Plate2_D24_HLADR_AbD,-0.017951249,0.104934657
Plate2_D3_Cdkn2a_Santa,0.041335459,0.030251689
Plate2_D4_CD28_AbD,0.081599519,0.145953226
Plate2_D5_MET_Santa,-0.133044382,0.126942387
Plate2_D6_FASLG_AbD,0.033656867,0.044429011
Plate2_D7_ANXA2_Santa,-0.021220386,0.038824384
Plate2_D8_ALCAM_AbD,0.107942619,0.107326028
Plate2_D9_VIM_Santa,-0.007523738,0.065587382
Plate2_E1_STAT1(Y701)_R&D,-0.0370062,0.047246507
Plate2_E10_MASP1_Abcam,-0.017660774,0.031985923
Plate2_E11_HSPG2_R&D,0.003680223,0.043779069
Plate2_E12_MKNK1_Abcam,-0.048305525,0.100156427
Plate2_E13_CDK1(Y15)_R&D,-0.042751418,0.037288373
Plate2_E17_CAT_R&D,0.006082815,0.130569704
Plate2_E18_MMP9_Abcam,0.033967192,0.045707706
Plate2_E19_ARMET_R&D,0.037282344,0.123335979
Plate2_E20_MMRN1_Abcam,0.17372448,0.179765449
Plate2_E21_CDCP1_R&D,0.147264796,0.091271447
Plate2_E22_MST1_Abcam,0.147945381,0.224197345
Plate2_E23_CHUK_R&D,0.09593812,0.073789338
Plate2_E24_MUC16 (CA125)_Abcam,0.004244003,0.052338919
Plate2_E5_IFNG_R&D,0.070788594,0.076175442
Plate2_E6_MAP2K1_Abcam,0.082397548,0.117602863
Plate2_E7_FETUB_R&D,0.114232569,0.065420189
Plate2_E8_MAPRE2_Abcam,0.019728411,0.024611848
Plate2_E9_CTSS_R&D,0.054638987,0.130190198
Plate2_F1_COL1A1_Santa,0.023435359,0.044574729
Plate2_F10_S100A7/Psoriasin_Polyak,0.280675831,0.189834712
Plate2_F11_ARFIP2_Abcam,0.016811044,0.017941152
Plate2_F12_S100A7/Psoriasin_Polyak,0.194010814,0.318172976
Plate2_F13_ARHGDIB_Abcam,0.022692283,0.099574576
Plate2_F14_S100A7/Psoriasin_Polyak,0.078222533,0.187092907
Plate2_F15_ATF2_Abcam,0.004967911,0.064733647
Plate2_F16_LTF_Novus,-0.010037764,0.030967745
Plate2_F19_BCAR1_Abcam,0.021693633,0.087652192
Plate2_F2_,-0.081565415,0.042766697
Plate2_F20_TCF3_AvivaUV,0.013001894,0.024728451
Plate2_F21_BTD_Abcam,0.031131144,0.034736491
Plate2_F22_IRF5_AvivaUV,0.036806925,0.051839311
Plate2_F23_C4B_Abcam,-0.012254329,0.095134775
Plate2_F24_APOBEC1_AvivaUV,-0.018459725,0.035060287
Plate2_F3_COL1A1_Santa,-0.092456708,0.107098691
Plate2_F4_PPIA_AbD,0.015513681,0.019393324
Plate2_F6_CTGF_Antigenix,0.009026134,0.116823384
Plate2_F7_ANG_Abcam,0.028578455,0.0800836
Plate2_F8_S100A7/Psoriasin_Polyak,0.059146819,0.078078014
Plate2_F9_APAF1_Abcam,-0.022841724,0.038630877
Plate2_G1_A2M_R&D,-0.078443407,0.049059143
Plate2_G10_NID1_Abcam,0.072968565,0.05617636
Plate2_G11_IFNAR1_R&D,0.100312282,0.149971644
Plate2_G12_NME2_Abcam,0.08896397,0.188432651
Plate2_G13_FOLR3_R&D,0.038461877,0.034719577
Plate2_G14_NPC2_Abcam,-0.046374512,0.043399017
Plate2_G15_FBLN5_R&D,-0.023897116,0.066998844
Plate2_G16_NTRK1-3_Abcam,0.049345067,0.036122871
Plate2_G17_CTNNB1_R&D,-0.072028394,0.050556299
Plate2_G18_ORM1_Abcam,0.070986827,0.066363924
Plate2_G19_WNT7B_R&D,0.122559812,0.065459275
Plate2_G2_MUC2 (SMUC)_Abcam,-0.004377262,0.035132008
Plate2_G20_PDLIM1_Abcam,0.00868992,0.060113373
Plate2_G21_CRK_R&D,-0.045290077,0.135745098
Plate2_G23_BMP4_R&D,0.004780215,0.036194194
Plate2_G24_PIK3CB_Abcam,0.02017712,0.039339895
Plate2_G3_CD24_R&D,0.092740801,0.134866967
Plate2_G4_MUC4_Abcam,0.146409128,0.111995714
Plate2_G5_CTSD_R&D,0.012594806,0.087462044
Plate2_G6_MYL6B_Abcam,0.069360831,0.04793359
Plate2_G7_A2M_R&D,0.062041757,0.042951172
Plate2_G9_CREB1_R&D,0.082979871,0.097236795
Plate2_H1_C4B_Abcam,0.054424355,0.12532741
Plate2_H10_WNT9A_AvivaUV,0.111923044,0.05921084
Plate2_H11_CAST_Abcam,-0.053801095,0.033761436
Plate2_H12_HOXC10_AvivaUV,0.004545414,0.034130956
Plate2_H13_CCL14_Abcam,-0.01074075,0.025316791
Plate2_H14_MSH6_AvivaUV,-0.021745146,0.026127074
Plate2_H15_CCL20_Abcam,0.078815259,0.05271764
Plate2_H16_IRF2_AvivaUV,0.055602601,0.022994308
Plate2_H17_CCL5_Abcam,0.016716422,0.043708131
Plate2_H18_RXRG_AvivaUV,0.001885447,0.015447575
Plate2_H19_CCL5_Abcam,0.052500507,0.061833109
Plate2_H2_TLX2_AvivaUV,0.051656518,0.020781139
Plate2_H20_SCNN1B_AvivaUV,0.003971182,0.02896881
Plate2_H21_CCNE2_Abcam,0.035825537,0.02693527
Plate2_H22_MUC1_AvivaUV,0.011275005,0.051190036
Plate2_H23_CD163_Abcam,0.00568909,0.059728172
Plate2_H24_WNT11_AvivaUV,0.035052899,0.027124195
Plate2_H3_C4B (also detect C4A)_Abcam,0.005130608,0.03195148
Plate2_H4_KCNN3_AvivaUV,0.065481936,0.03943767
Plate2_H5_C5_Abcam,-0.012330872,0.00666401
Plate2_H6_CCND1_AvivaUV,-0.047075855,0.030828695
Plate2_H7_C6orf115_Abcam,-0.028821996,0.152748433
Plate2_H8_PPARGC1A_AvivaUV,-0.012981503,0.026688879
Plate2_H9_CALR_Abcam,-0.046631621,0.077411119
Plate2_I1_HSPG2_R&D,0.081778723,0.086104783
Plate2_I10_PRL_Abcam,0.032783164,0.02602355
Plate2_I11_DLL3_R&D,0.031132632,0.029366673
Plate2_I12_PSAP_Abcam,0.060560674,0.140038892
Plate2_I13_DKK3_R&D,-0.078574242,0.198631797
Plate2_I17_GRAP2_R&D,0.043934517,0.075072951
Plate2_I18_RBL2_Abcam,0.007418774,0.033257891
Plate2_I19_ENG_R&D,0.03990243,0.145446807
Plate2_I20_RETN_Abcam,-0.020062299,0.056796299
Plate2_I21_BIRC2_R&D,0.042050492,0.071633227
Plate2_I22_RPS6KSK1_Abcam,-0.058566845,0.063655885
Plate2_I23_GP5_R&D,0.116242532,0.080807503
Plate2_I24_S100A4_Abcam,0.08734102,0.111763856
Plate2_I5_BID_R&D,0.087021175,0.031933197
Plate2_I6_PKC (alpha/beta/gamma)_Abcam,-0.05756392,0.051428506
Plate2_I7_ERBB4 _R&D,0.031563555,0.070313966
Plate2_I8_PLCG1_Abcam,-0.283262203,0.365681075
Plate2_I9_FUT3_R&D,0.087441732,0.072274409
Plate2_J1_CD19_Abcam,0.113062904,0.041651942
Plate2_J10_PPARGC1B_AvivaUV,0.020540778,0.031003906
Plate2_J11_CFL1_Abcam,-0.06697301,0.044850988
Plate2_J12_CCNH_AvivaUV,0.006278075,0.023994094
Plate2_J13_CHMP1A_Abcam,-0.080480884,0.029665662
Plate2_J14_IGF1_AvivaUV,0.18241621,0.298846916
Plate2_J15_CHRDL1_Abcam,0.024554974,0.30944957
Plate2_J16_FN1_AvivaUV,0.011917649,0.019444975
Plate2_J17_CIDEA_Abcam,0.063524939,0.029508187
Plate2_J19_CLIC1_Abcam,-0.046644198,0.050995594
Plate2_J2_HDAC11_AvivaUV,-0.106314408,0.05138008
Plate2_J20_AVP_AvivaUV,0.085954737,0.032876085
Plate2_J21_CLIC1_Abcam,0.105235108,0.069312746
Plate2_J22_KLK2_AvivaUV,0.004384235,0.031907219
Plate2_J23_COL24A1_Abcam,-0.145723484,0.077001634
Plate2_J3_CD19_Abcam,0.037790713,0.044651612
Plate2_J5_CD86_Abcam,0.092153365,0.119817114
Plate2_J6_FZD1_AvivaUV,0.016407327,0.032024473
Plate2_J7_CDSN_Abcam,-0.014446384,0.042667649
Plate2_J8_WNT10A_AvivaUV,0.031997724,0.026764681
Plate2_J9_CEACAM5_Abcam,0.024271292,0.037891652
Plate2_K1_FKBP2_R&D,0.034015138,0.073121372
Plate2_K10_SHBG_Abcam,0.070437944,0.055627535
Plate2_K11_INPP5D_R&D,0.065287416,0.104208989
Plate2_K12_SNX7_Abcam,0.061943808,0.045834981
Plate2_K13_MAP2K4 (S257/T261)_R&D,0.035334352,0.022572301
Plate2_K14_SOD1_Abcam,0.136866743,0.12791554
Plate2_K15_PCSK9_R&D,0.063167032,0.060196768
Plate2_K17_NOTCH3_R&D,0.120341343,0.099042051
Plate2_K18_SP1_Abcam,-0.019754634,0.013161395
Plate2_K2_S100A7 _Abcam,0.153805792,0.214489764
Plate2_K20_STC2_Abcam,0.035079389,0.027521301
Plate2_K21_MAPK3_R&D,0.074896834,0.104612284
Plate2_K22_STIP1_Abcam,0.078122898,0.122707552
Plate2_K23_PIK3CB_R&D,0.080897876,0.063968786
Plate2_K24_SYNE2_Abcam,0.014148414,0.030278257
Plate2_K3_MUC16 (CA125)_Abcam,0.026640591,0.03120266
Plate2_K4_S100A8_Abcam,-0.03341309,0.1013172
Plate2_K5_ADAMTS13_R&D,0.029642712,0.089200129
Plate2_K6_S100A8_Abcam,-0.0315477,0.047310041
Plate2_K7_DVL1_R&D,0.03120614,0.072528403
Plate2_K8_SAR1A_Abcam,0.083519461,0.028484295
Plate2_L1_COX6C_Abcam,-0.094290868,0.043523882
Plate2_L11_CXCL10_Abcam,0.020946748,0.040701682
Plate2_L13_CXCL11_Abcam,0.033312741,0.163432624
Plate2_L15_DNAL4_Abcam,0.153529251,0.103795721
Plate2_L16_ABCB6_AvivaUV,-0.015808013,0.044673517
Plate2_L17_DUSP6_Abcam,0.000657158,0.01646538
Plate2_L19_EFNA5_Abcam,0.040659063,0.054283615
Plate2_L2_CEACAM6_AvivaUV,-0.006137757,0.027799113
Plate2_L21_EFNB3_Abcam,0.070427709,0.096842482
Plate2_L22_SERPINC1_AvivaUV,-0.029333552,0.04582142
Plate2_L23_EIF6_Abcam,0.0752233,0.151319936
Plate2_L24_CD1E_AvivaUV,0.010872003,0.188255374
Plate2_L3_CPLX1_Abcam,0.072580857,0.035578545
Plate2_L4_ABCB4_AvivaUV,-0.032826618,0.03983733
Plate2_L5_CPN1_Abcam,0.049337687,0.021128263
Plate2_L6_KRT17_AvivaUV,0.007292241,0.052818936
Plate2_L7_CSF2_Abcam,-0.018515707,0.040475514
Plate2_L8_LAMA5_AvivaUV,0.102147452,0.037875978
Plate2_L9_CSF3_Abcam,0.036544535,0.040834202
Plate2_M1_Cy3/Cy5 (not a gene)_Abcam,-0.049763579,0.10642077
Plate2_M10_TIAF1_Abcam,0.090582421,0.082952111
Plate2_M11_PEBP1_R&D,0.184346728,0.236305028
Plate2_M12_TLN1_Abcam,0.097674535,0.053887701
Plate2_M13_MAPK8(T183/Y185)_R&D,0.01710807,0.154385261
Plate2_M15_LAMC1_R&D,0.092986589,0.044216724
Plate2_M16_TNFRSF17_Abcam,-0.109116517,0.061400663
Plate2_M17_LYVE1_R&D,0.032536656,0.085754361
Plate2_M18_TNFRSF17_Abcam,0.059012391,0.10788251
Plate2_M19_MMP12_R&D,0.022590314,0.07962964
Plate2_M20_TNFRSF1B _Abcam,-0.003196277,0.045522447
Plate2_M21_PCSK9_R&D,0.022807369,0.024586794
Plate2_M23_NID1_R&D,0.029656125,0.051175832
Plate2_M24_TNK2_Abcam,0.123824377,0.110416238
Plate2_M3_KIT(Y730)_R&D,0.08048403,0.079369728
Plate2_M4_TFRC_Abcam,0.064262991,0.095043486
Plate2_M5_MIF_R&D,-0.005284754,0.162678133
Plate2_M6_TGFA_Abcam,0.012081275,0.022940336
Plate2_M7_PIK3CD_R&D,-0.047635694,0.148306092
Plate2_M8_TGFB1_Abcam,0.082944727,0.074805704
Plate2_M9_KRT8_R&D,0.009345872,0.124469243
Plate2_N1_ENO2_Abcam,0.005296147,0.232672988
Plate2_N10_CD8B_AvivaUV,-0.00752757,0.012189721
Plate2_N11_F5_Abcam,0.036536265,0.009429283
Plate2_N12_CD209_AvivaUV,-0.001649013,0.023086595
Plate2_N13_F5_Abcam,0.071509253,0.030695378
Plate2_N15_F5_Abcam,0.11239785,0.039290144
Plate2_N17_F7_Abcam,0.061482054,0.040907059
Plate2_N18_RPS12_AvivaUV,0.009581096,0.012246171
Plate2_N19_FABP5L2;FABP5L9;FABP5;FABP5L7_Abcam,0.050483036,0.019752666
Plate2_N2_MTAP_AvivaUV,0.025833104,0.034420241
Plate2_N20_SIVA1_AvivaUV,0.023886164,0.020374009
Plate2_N21_FASLG_Abcam,-0.012934175,0.07952458
Plate2_N3_ENO2_Abcam,0.004919011,0.029537704
Plate2_N4_FAT4_AvivaUV,-0.008337152,0.016805404
Plate2_N5_ENO2_Abcam,0.053425054,0.049727679
Plate2_N6_MDH1_AvivaUV,-0.001982904,0.131811228
Plate2_N7_ENO3_Abcam,0.028675621,0.043547015
Plate2_N8_LOX_AvivaUV,0.04191609,0.04051322
Plate2_N9_EREG_Abcam,0.028985864,0.058346447
Plate2_O1_LTBP1_R&D,-0.030996758,0.075632699
Plate2_O10_YWHAB (also detects YWHAZ)_Abcam,-0.046780266,0.152701052
Plate2_O11_MAPK11_R&D,-0.028033875,0.029990091
Plate2_O12_ZYX_Abcam,-0.009537653,0.022334502
Plate2_O13_MMP11_R&D,0.017237382,0.083072413
Plate2_O14_GATA2_Abcam,-0.042791728,0.328805882
Plate2_O15_MET_R&D,0.022189788,0.079946388
Plate2_O16_VASN_Abcam,0.037748741,0.057602599
Plate2_O17_NCSTN_R&D,0.112407537,0.106194297
Plate2_O18_EFNA5_Santa,-0.003550135,0.042806535
Plate2_O19_PECAM1_R&D,0.110458961,0.30343792
Plate2_O2_TPI1_Abcam,-0.051055737,0.055675376
Plate2_O20_HSPBP1_USBio,0.073608991,0.016544851
Plate2_O21_PARK7_R&D,-0.00430198,0.028018094
Plate2_O22_SMS_USBio,0.051494968,0.023335441
Plate2_O24_VASP_USBio,0.024368114,0.02137015
Plate2_O3_NOTCH4_R&D,0.068538829,0.093451644
Plate2_O4_TTK_Abcam,0.08444929,0.11783415
Plate2_O5_PEAR1_R&D,0.061603119,0.037561116
Plate2_O6_VCL_Abcam,0.063106322,0.194809496
Plate2_O7_MAP2K4_R&D,0.0321068,0.033177314
Plate2_O8_VEGFA_Abcam,0.058031245,0.017462435
Plate2_O9_MAP3K3_R&D,0.03836457,0.099472483
Plate2_P1_FGFBP1_Abcam,-0.074709075,0.136573319
Plate2_P10_EIF3B_AvivaUV,0.067118957,0.034021534
Plate2_P11_GTF2A2_Abcam,0.100392525,0.061487746
Plate2_P12_SERPINB1_AvivaUV,0.203656442,0.084146171
Plate2_P13_GZMB_Abcam,0.068771746,0.073437656
Plate2_P14_APP_AvivaUV,-0.025958274,0.020653919
Plate2_P15_HBEGF_Abcam,0.015993378,0.048826827
Plate2_P16_FOXO4_AvivaUV,-0.047365872,0.041404019
Plate2_P17_HMGCS2_Abcam,0.038764715,0.023786943
Plate2_P18_WNT2_AvivaUV,-0.073111889,0.038884853
Plate2_P19_HOXC11_Abcam,-0.015743012,0.026175849
Plate2_P2_MUC13_AvivaUV,0.000543504,0.085768377
Plate2_P20_APOBEC3F_AvivaUV,-0.014113405,0.037745931
Plate2_P21_HSPA1A_Abcam,0.087021578,0.080594946
Plate2_P22_COL11A2_AvivaUV,0.056649732,0.062886267
Plate2_P23_HSPA1A_Abcam,0.234324987,0.197249505
Plate2_P3_FUT4_Abcam,0.080572675,0.137531329
Plate2_P4_NCOR1_AvivaUV,0.018255332,0.0344098
Plate2_P5_GADD45A_Abcam,0.033871915,0.044054646
Plate2_P6_KLK8_AvivaUV,-0.003482991,0.035649449
Plate2_P7_GALK1_Abcam,-0.024197189,0.098438596
Plate2_P8_APOA1_AvivaUV,0.003540778,0.009993643
Plate2_P9_GRB2_Abcam,0.05029431,0.042866945
Plate3_A1_APOA4_AvivaUV,0.034252673,0.063351107
Plate3_A10_AKT1_BD,0.113194364,0.070595674
Plate3_A11_NEUROG2_AvivaUV,0.06118863,0.07559657
Plate3_A12_PDPK1_BD,-0.00401572,0.022131575
Plate3_A15_FOXO1_AvivaUV,0.07055044,0.059685282
Plate3_A16_APAF1_BD,0.06808664,0.037667225
Plate3_A19_MAP3K5_AvivaUV,0.041787522,0.051930761
Plate3_A20_XIAP_BD,0.093478062,0.046563519
Plate3_A21_SFRP4_AvivaUV,0.065371103,0.130976941
Plate3_A22_NCBP2_BD,0.074413021,0.068993143
Plate3_A23_RASGRP3_AvivaUV,-0.108437871,0.14922931
Plate3_A24_TP53_BD,0.027706793,0.078748692
Plate3_A3_PRKAG2_AvivaUV,0.222427144,0.081105686
Plate3_A4_IRS1_BD,-0.008697885,0.050143253
Plate3_A5_MDH2_AvivaUV,0.062283154,0.061535685
Plate3_A6_RPS6KB1_BD,0.035350991,0.083751387
Plate3_A8_PIK3_BD,0.084806779,0.040609032
Plate3_A9_PSMB5_AvivaUV,0.010568417,0.042146952
Plate3_B1_FGF12_AvivaUV,0.05376576,0.066369518
Plate3_B10_SPINT2_R&D,0.015265608,0.081533349
Plate3_B11_UBR4_AvivaUV,-0.131582765,0.070699703
Plate3_B14_FGF2_Abcam,-0.003246598,0.081261248
Plate3_B15_ESM1_AvivaUV,-0.006563715,0.047257675
Plate3_B16_GPX2_Abcam,0.022041032,0.07163993
Plate3_B17_CLDN14_AvivaUV,0.082877746,0.055552913
Plate3_B18_SLC2A1_Abcam,0.039997918,0.031601839
Plate3_B19_SCNN1G_AvivaUV,0.041749777,0.035389362
Plate3_B2_FIGF_Abnova,0.084458626,0.036776062
Plate3_B20_SMARCA2_Abcam,0.032693742,0.028879189
Plate3_B21_ST18_AvivaUV,0.016397376,0.03777166
Plate3_B22_FAM82B_Abcam,0.015338369,0.024629459
Plate3_B23_CAPN6_AvivaUV,-0.047451645,0.046403642
Plate3_B24_MAT2B_Abcam,-0.002477408,0.029859026
Plate3_B4_TIMP1_Epitomics,0.067685473,0.070245524
Plate3_B5_PPID_AvivaUV,0.113968425,0.045734035
Plate3_B6_KRT17_Novacastra,0.023794033,0.024963753
Plate3_B7_ALDH7A1_AvivaUV,0.013611246,0.062893434
Plate3_B8_LPAR3_Abcam,-0.023051931,0.031767583
Plate3_B9_DZIP1_AvivaUV,-0.043597946,0.027275219
Plate3_C1_HOXC6_AvivaUV,0.104384623,0.033024601
Plate3_C10_PARP1 (Asp214 cleaved)_CSignal,-0.045913547,0.14036915
Plate3_C11_TFAP2C_AvivaUV,0.065967798,0.052480983
Plate3_C13_HSPA6_AvivaUV,0.071841623,0.073507936
Plate3_C14_CASP9 (Asp330 cleaved)_CSignal,0.127485598,0.051395681
Plate3_C16_EGFR_CSignal,0.050375008,0.099618609
Plate3_C18_EGFR (Y1068)_CSignal,-0.02160735,0.019781006
Plate3_C19_MAP3K14_AvivaUV,0.036438102,0.016302239
Plate3_C2_EGFR_N.Maihle,0.025574952,0.006409785
Plate3_C20_EGFR (Y992)_CSignal,-0.068089497,0.255107754
Plate3_C21_LPIN1_AvivaUV,0.032089363,0.036758976
Plate3_C23_CCL21_AvivaUV,0.032173311,0.024176
Plate3_C24_ESR1_CSignal,0.051945944,0.036751287
Plate3_C3_CDC5L_AvivaUV,0.010480211,0.045810265
Plate3_C4_CASP3 (Asp175 cleaved)_CSignal,0.088632001,0.050460544
Plate3_C6_CASP6 (Asp162 cleaved)_CSignal,-0.005286087,0.023014309
Plate3_C7_TAF12_AvivaUV,0.029861588,0.035883587
Plate3_C8_CASP7 (Asp198 cleaved)_CSignal,-0.029978831,0.10784398
Plate3_C9_HNRNPU_AvivaUV,-0.013523717,0.041487191
Plate3_D10_MUC1_Abcam,-0.008402066,0.158040966
Plate3_D11_SFRS12_AvivaUV,0.081657055,0.073119803
Plate3_D12_FSCN1_Abcam,-0.114502926,0.364310538
Plate3_D13_HSPA12B_AvivaUV,-0.055844948,0.026279472
Plate3_D14_Empty,0.056222865,0.070717337
Plate3_D15_ADAM7_AvivaUV,-0.02373063,0.047060249
Plate3_D16_Pafah1b2_Abcam,0.055944391,0.076304048
Plate3_D18_VEGFA_Abcam,0.17562843,0.235666997
Plate3_D19_KLK13_AvivaUV,0.061085706,0.062976893
Plate3_D2_PFAS_Abcam,0.013291123,0.021117194
Plate3_D20_POSTN_Abcam,0.000962938,0.02414515
Plate3_D21_NAP1L4_AvivaUV,-0.010700221,0.026098735
Plate3_D22_CDC42EP5_Abcam,-0.029347552,0.033415809
Plate3_D23_PSMF1_AvivaUV,0.119272009,0.086585202
Plate3_D24_HBA1_Abcam,-0.004639729,0.056202403
Plate3_D3_MAP3K6_AvivaUV,0.013692887,0.026980635
Plate3_D4_RAB9A_Abcam,-0.007273838,0.016798627
Plate3_D5_TAF1L_AvivaUV,0.027605372,0.058913917
Plate3_D6_CST4_Abcam,0.019070873,0.04391896
Plate3_D7_MDM1_AvivaUV,0.034164757,0.022516468
Plate3_D8_SLC1A1_Abcam,-0.036118093,0.013745956
Plate3_D9_PPIL3_AvivaUV,0.050926172,0.049021791
Plate3_E11_ILF3_AvivaUV,0.058030749,0.050791796
Plate3_E12_ERBB2_CSignal,-0.063315863,0.045871828
Plate3_E13_FGF21_AvivaUV,-0.055144129,0.043215733
Plate3_E15_CDKN3_AvivaUV,0.027253129,0.036634299
Plate3_E17_LEFTY2_AvivaUV,0.037054648,0.043454196
Plate3_E19_RAB13_AvivaUV,-0.010867572,0.022729832
Plate3_E20_RPS6KA5 (T581)_CSignal,0.048877408,0.172964574
Plate3_E22_MAPK14 (T180/Y182)_CSignal,0.095206616,0.075792308
Plate3_E23_CDS2_AvivaUV,0.049291848,0.085102176
Plate3_E24_MAP2K3 (S189/207)_CSignal,-0.051957015,0.046505343
Plate3_E3_PPP2R5A_AvivaUV,0.024801755,0.039251587
Plate3_E4_ESR1 (S104/106)_CSignal,0.074747125,0.091160664
Plate3_E5_CLASP1_AvivaUV,0.001890737,0.041387725
Plate3_E6_ESR1 (S118)_CSignal,0.027315692,0.065016108
Plate3_E7_NMU_AvivaUV,0.058494042,0.055589216
Plate3_E8_ERBB2 (Y877)_CSignal,-0.095966093,0.206907331
Plate3_F1_SNX13_AvivaUV,0.132247346,0.080298764
Plate3_F11_APOL6_AvivaUV,-0.098576918,0.084891906
Plate3_F12_FGG_Abgent,-0.016101266,0.219367342
Plate3_F14_GCAT_Abgent,-0.087459324,0.104135861
Plate3_F15_ADAMTS19_AvivaUV,-0.021303702,0.10776497
Plate3_F16_DCPS_Abnova,0.005383582,0.028492751
Plate3_F17_FAM48A_AvivaUV,0.190802578,0.184894386
Plate3_F18_RBBP4_Abnova,-0.012201778,0.05715532
Plate3_F19_SFRS14_AvivaUV,0.014546596,0.042337988
Plate3_F2_IGF2R_Abcam,0.021622583,0.08953551
Plate3_F20_MUC1_Abnova,-0.059519719,0.066046998
Plate3_F21_APOF_AvivaUV,0.008281233,0.071023105
Plate3_F22_CEACAM5_Abnova,-0.074027631,0.053132673
Plate3_F23_BAD_BD,0.071054118,0.072703127
Plate3_F24_ANP32A_Abnova,-0.009203141,0.088214056
Plate3_F3_TFAP2E_AvivaUV,-0.023556846,0.03341684
Plate3_F4_PRDX3_Abcam,-0.008716278,0.01437322
Plate3_F5_CLDN18_AvivaUV,0.084122682,0.082953315
Plate3_F6_ANXA4_Abcam,-0.029972933,0.012974894
Plate3_F7_RGS20_AvivaUV,0.040758887,0.03249526
Plate3_F8_F2_Abcam,0.016423712,0.040572849
Plate3_F9_NFKBIL1_AvivaUV,0.008141803,0.046796875
Plate3_G1_SERPINA3_AvivaUV,0.078860296,0.036757594
Plate3_G11_LGALS8_AvivaUV,-0.013761255,0.139025418
Plate3_G12_MAPK1/3 (T202/Y204)_CSignal,-0.06312543,0.082509413
Plate3_G14_RPS6KA2 (S380)_CSignal,-0.035650995,0.162639836
Plate3_G15_APOE_AvivaUV,0.063865295,0.054133214
Plate3_G16_MAP2K4 (T261)_CSignal,-0.07433973,0.055965834
Plate3_G17_CDKN1B_AvivaUV,-0.004336869,0.054521814
Plate3_G18_ATF2 (T71)_CSignal,-0.09029999,0.159204295
Plate3_G19_FGF1_AvivaUV,0.067034808,0.142065938
Plate3_G2_ATF2 (T71)_CSignal,0.004934528,0.040858441
Plate3_G21_IL3_AvivaUV,-0.026241817,0.064991881
Plate3_G22_JUN (S63)_CSignal,-0.156611528,0.269181804
Plate3_G24_SMAD5 (S463/465)_CSignal,-0.013506112,0.091152466
Plate3_G3_NPY1R_AvivaUV,0.007895958,0.022589091
Plate3_G4_HSPB1 (S82)_CSignal,0.024721795,0.043581166
Plate3_G5_MUC7_AvivaUV,-0.025625576,0.014627465
Plate3_G6_MAPKAPK2 (T334)_CSignal,-0.051984372,0.039209994
Plate3_G7_TAF11_AvivaUV,0.038546787,0.062779809
Plate3_G8_RAF1 (S338)_CSignal,-0.047957345,0.059995631
Plate3_G9_CSNK1A1_AvivaUV,-0.002252014,0.055412458
Plate3_H1_BAG1_BD,0.009223144,0.108379607
Plate3_H10_VDR_Abnova,0.041511771,0.034091156
Plate3_H11_BECN1_BD,-0.029183246,0.054555691
Plate3_H12_ANP32B_Abnova,0.040639896,0.067760411
Plate3_H13_BID_BD,0.009301738,0.040478723
Plate3_H14_DPM1_Abnova,0.063939956,0.139083999
Plate3_H15_BID_BD,-0.05100521,0.068353413
Plate3_H16_VPS25_Abnova,0.06199831,0.09703172
Plate3_H17_EGFR_BD,0.007287726,0.082170677
Plate3_H18_CTSE_Abnova,0.01984515,0.035832569
Plate3_H19_EGFR (activated)_BD,-0.062053154,0.035908507
Plate3_H2_EPHX1_Abnova,0.011576671,0.036666536
Plate3_H20_SEPT5_Abnova,0.046804648,0.034329773
Plate3_H21_MAPK3_BD,0.041754818,0.032866678
Plate3_H22_DNAJC10_Abnova,0.078608751,0.042304632
Plate3_H23_MAPK1/3 (pT202/pY204)_BD,0.035018936,0.127827513
Plate3_H24_DPP7_Abnova,-0.011548535,0.068085367
Plate3_H3_BAX_BD,0.012507436,0.049152338
Plate3_H4_LAMB3_Abnova,-0.024752813,0.050589366
Plate3_H5_BCL2_BD,-0.054001755,0.026655366
Plate3_H6_ANXA2_Abnova,-0.075645922,0.125016575
Plate3_H7_BCL2L1_BD,-0.015707087,0.042699068
Plate3_H8_DDEF1_Abnova,-0.016507681,0.082987646
Plate3_H9_BCL2L1_BD,0.034946805,0.037290794
Plate3_I1_FGF9_AvivaUV,0.103701762,0.09458912
