Protein,Delta,DeltaSquared
Plate2_D15_AKT1/2/3 (T308)_Santa,-0.129774174,0.163394289
Plate2_D16_CEACAM1/3/6_AbD,0.018560426,0.170062572
Plate2_D17_ESR1 (S104/106)_Santa,-0.077431167,0.185408051
Plate2_D18_ITGA3_AbD,0.042152397,0.258667995
Plate2_D19_TRPS1_Santa,0.003413833,0.063194459
Plate2_D2_ICAM2_AbD,0.005679029,0.080974185
Plate2_D20_TNFRSF1B _AbD,0.091796228,0.071936166
Plate2_D21_ESR1_Santa,0.01510133,0.059428946
Plate2_D22_CDC25A_AbD,-0.021421274,0.087300516
Plate2_D23_SMAD4_Santa,-0.004118438,0.169770224
Plate2_D24_HLADR_AbD,0.095761286,0.311516393
Plate2_D3_Cdkn2a_Santa,0.004250153,0.038500208
Plate2_D4_CD28_AbD,0.043076293,0.171301323
Plate2_D5_MET_Santa,-0.090722324,0.158211266
Plate2_D6_FASLG_AbD,0.046606934,0.046240384
Plate2_D7_ANXA2_Santa,0.016041262,0.019951818
Plate2_D8_ALCAM_AbD,-0.005460916,0.148796243
Plate2_D9_VIM_Santa,-0.015536029,0.032775239
Plate2_E1_STAT1(Y701)_R&D,0.068162969,0.153687461
Plate2_E10_MASP1_Abcam,-0.035358127,0.074213654
Plate2_E11_HSPG2_R&D,0.094009526,0.077366747
Plate2_E12_MKNK1_Abcam,0.147738129,0.15802688
Plate2_E13_CDK1(Y15)_R&D,-0.010764112,0.206699798
Plate2_E17_CAT_R&D,0.041547443,0.097173197
Plate2_E18_MMP9_Abcam,0.06768993,0.176619929
Plate2_E19_ARMET_R&D,0.033687161,0.185125127
Plate2_E20_MMRN1_Abcam,-0.041465578,0.132681846
Plate2_E21_CDCP1_R&D,0.097040309,0.122549888
Plate2_E22_MST1_Abcam,0.065352555,0.073516251
Plate2_E23_CHUK_R&D,0.044772238,0.073163601
Plate2_E24_MUC16 (CA125)_Abcam,0.029345951,0.157868294
Plate2_E5_IFNG_R&D,0.124709012,0.148892958
Plate2_E6_MAP2K1_Abcam,0.176238131,0.174868906
Plate2_E7_FETUB_R&D,0.095658817,0.046027202
Plate2_E8_MAPRE2_Abcam,-0.00826196,0.156825957
Plate2_E9_CTSS_R&D,0.145270226,0.229767125
Plate2_F1_COL1A1_Santa,-0.029939742,0.097381813
Plate2_F10_S100A7/Psoriasin_Polyak,0.041706113,0.074705265
Plate2_F11_ARFIP2_Abcam,-0.111303098,0.091433632
Plate2_F12_S100A7/Psoriasin_Polyak,0.022310767,0.276511072
Plate2_F13_ARHGDIB_Abcam,-0.123026538,0.134162727
Plate2_F14_S100A7/Psoriasin_Polyak,-0.001418819,0.126292327
Plate2_F15_ATF2_Abcam,-0.044644889,0.047278504
Plate2_F16_LTF_Novus,0.063489679,0.065085388
Plate2_F19_BCAR1_Abcam,0.068899754,0.051611536
Plate2_F2_,-0.039230152,0.096598903
Plate2_F20_TCF3_AvivaUV,0.106235991,0.049545229
Plate2_F21_BTD_Abcam,0.009569367,0.046308999
Plate2_F22_IRF5_AvivaUV,-0.017514014,0.030065217
Plate2_F23_C4B_Abcam,-0.015492175,0.148065919
Plate2_F24_APOBEC1_AvivaUV,0.046234269,0.044072256
Plate2_F3_COL1A1_Santa,-0.080443069,0.097196167
Plate2_F4_PPIA_AbD,0.039997761,0.039029756
Plate2_F6_CTGF_Antigenix,-0.068505924,0.218769953
Plate2_F7_ANG_Abcam,0.019524082,0.149549268
Plate2_F8_S100A7/Psoriasin_Polyak,-0.022314284,0.121525366
Plate2_F9_APAF1_Abcam,0.078322686,0.091037435
Plate2_G1_A2M_R&D,0.067431233,0.038839064
Plate2_G10_NID1_Abcam,-0.021175812,0.069807677
Plate2_G11_IFNAR1_R&D,-0.033643985,0.191764277
Plate2_G12_NME2_Abcam,-0.076036957,0.091039413
Plate2_G13_FOLR3_R&D,-0.012218699,0.048633296
Plate2_G14_NPC2_Abcam,0.012430792,0.064372104
Plate2_G15_FBLN5_R&D,0.045296478,0.021832525
Plate2_G16_NTRK1-3_Abcam,-0.045838198,0.079194374
Plate2_G17_CTNNB1_R&D,-0.044236243,0.058953963
Plate2_G18_ORM1_Abcam,-0.030104401,0.130913751
Plate2_G19_WNT7B_R&D,0.112497757,0.091803871
Plate2_G2_MUC2 (SMUC)_Abcam,0.044601519,0.08088746
Plate2_G20_PDLIM1_Abcam,0.062226941,0.08422337
Plate2_G21_CRK_R&D,-0.047835458,0.101181475
Plate2_G23_BMP4_R&D,-0.090601976,0.167598701
Plate2_G24_PIK3CB_Abcam,-0.069510766,0.163438016
Plate2_G3_CD24_R&D,-0.042500585,0.100915069
Plate2_G4_MUC4_Abcam,0.028134127,0.152063178
Plate2_G5_CTSD_R&D,0.063293256,0.098601001
Plate2_G6_MYL6B_Abcam,-0.046284789,0.030519404
Plate2_G7_A2M_R&D,-0.094038194,0.095956334
Plate2_G9_CREB1_R&D,0.036877918,0.132921352
Plate2_H1_C4B_Abcam,-0.139072075,0.152371404
Plate2_H10_WNT9A_AvivaUV,0.000273829,0.07180821
Plate2_H11_CAST_Abcam,-0.070794181,0.052254181
Plate2_H12_HOXC10_AvivaUV,-0.006095718,0.120338867
Plate2_H13_CCL14_Abcam,-0.000494513,0.070947618
Plate2_H14_MSH6_AvivaUV,-0.050030596,0.025591583
Plate2_H15_CCL20_Abcam,0.011688422,0.117944719
Plate2_H16_IRF2_AvivaUV,0.068446678,0.04862193
Plate2_H17_CCL5_Abcam,0.028841828,0.049804693
Plate2_H18_RXRG_AvivaUV,0.002536327,0.047778757
Plate2_H19_CCL5_Abcam,-0.013546306,0.075104783
Plate2_H2_TLX2_AvivaUV,0.082354441,0.037404311
Plate2_H20_SCNN1B_AvivaUV,0.024407021,0.031687854
Plate2_H21_CCNE2_Abcam,0.018507753,0.040298659
Plate2_H22_MUC1_AvivaUV,0.035388136,0.082295442
Plate2_H23_CD163_Abcam,-0.120858069,0.06653904
Plate2_H24_WNT11_AvivaUV,0.013939721,0.132949704
Plate2_H3_C4B (also detect C4A)_Abcam,0.059841776,0.028592115
Plate2_H4_KCNN3_AvivaUV,0.061309003,0.04203537
Plate2_H5_C5_Abcam,0.028273846,0.032726338
Plate2_H6_CCND1_AvivaUV,-0.077301165,0.051411073
Plate2_H7_C6orf115_Abcam,-0.077977611,0.146602328
Plate2_H8_PPARGC1A_AvivaUV,-0.012096139,0.032298427
Plate2_H9_CALR_Abcam,-0.084149684,0.119620941
Plate2_I1_HSPG2_R&D,-0.006223823,0.077963115
Plate2_I10_PRL_Abcam,-0.039837688,0.089635373
Plate2_I11_DLL3_R&D,0.0647274,0.083477389
Plate2_I12_PSAP_Abcam,0.090183555,0.285438583
Plate2_I13_DKK3_R&D,0.169459573,0.94016435
Plate2_I16_RAD52_Abcam,0.071578981,0.075549256
Plate2_I17_GRAP2_R&D,0.038080893,0.080119449
Plate2_I18_RBL2_Abcam,0.055519736,0.046996861
Plate2_I19_ENG_R&D,0.12236994,0.183871778
Plate2_I20_RETN_Abcam,0.027147665,0.107114052
Plate2_I21_BIRC2_R&D,0.079983466,0.122158467
Plate2_I22_RPS6KSK1_Abcam,0.007901736,0.177398657
Plate2_I23_GP5_R&D,0.180650646,0.371136572
Plate2_I24_S100A4_Abcam,-0.037690903,0.156828466
Plate2_I5_BID_R&D,0.040173205,0.045560831
Plate2_I6_PKC (alpha/beta/gamma)_Abcam,0.054923415,0.051775604
Plate2_I7_ERBB4 _R&D,0.159917619,0.159957264
Plate2_I8_PLCG1_Abcam,0.006390222,0.366843492
Plate2_I9_FUT3_R&D,0.173077519,0.12112398
Plate2_J1_CD19_Abcam,0.038604642,0.042334217
Plate2_J10_PPARGC1B_AvivaUV,0.054054217,0.030080802
Plate2_J11_CFL1_Abcam,-0.047749867,0.076150728
Plate2_J12_CCNH_AvivaUV,0.094759902,0.022342835
Plate2_J13_CHMP1A_Abcam,-0.107630826,0.200003996
Plate2_J14_IGF1_AvivaUV,-0.022159228,0.047130991
Plate2_J15_CHRDL1_Abcam,0.046888772,0.377726705
Plate2_J16_FN1_AvivaUV,0.04367839,0.029826751
Plate2_J17_CIDEA_Abcam,-0.047910404,0.035760766
Plate2_J18_STK11_AvivaUV,0.040855918,0.034836401
Plate2_J19_CLIC1_Abcam,0.002882359,0.05134779
Plate2_J2_HDAC11_AvivaUV,0.04791388,0.025737127
Plate2_J20_AVP_AvivaUV,-0.005823607,0.009846266
Plate2_J21_CLIC1_Abcam,0.07093697,0.124922799
Plate2_J22_KLK2_AvivaUV,0.026216304,0.040541139
Plate2_J23_COL24A1_Abcam,-0.006478155,0.079381243
Plate2_J3_CD19_Abcam,0.028124805,0.0582666
Plate2_J4_WNT7A_AvivaUV,0.042554084,0.17544128
Plate2_J5_CD86_Abcam,-0.014891949,0.119702833
Plate2_J6_FZD1_AvivaUV,0.041071921,0.037734634
Plate2_J7_CDSN_Abcam,-0.003875619,0.093097985
Plate2_J8_WNT10A_AvivaUV,0.043010577,0.044500726
Plate2_J9_CEACAM5_Abcam,-0.006607154,0.053514017
Plate2_K1_FKBP2_R&D,0.072379348,0.110964268
Plate2_K10_SHBG_Abcam,-0.115165342,0.277243092
Plate2_K11_INPP5D_R&D,-0.110506925,0.127369412
Plate2_K12_SNX7_Abcam,0.068502209,0.117454936
Plate2_K13_MAP2K4 (S257/T261)_R&D,0.004179427,0.041506752
Plate2_K14_SOD1_Abcam,0.057431383,0.083817985
Plate2_K15_PCSK9_R&D,0.075592712,0.114121382
Plate2_K16_SPARC _Abcam,0.012817615,0.197347525
Plate2_K17_NOTCH3_R&D,-0.04204277,0.228549132
Plate2_K18_SP1_Abcam,-0.067578678,0.036119162
Plate2_K2_S100A7 _Abcam,0.019373149,0.164944374
Plate2_K20_STC2_Abcam,0.057221565,0.116590125
Plate2_K21_MAPK3_R&D,-0.055736264,0.221016375
Plate2_K22_STIP1_Abcam,-0.073203485,0.209005295
Plate2_K23_PIK3CB_R&D,-0.102054393,0.069295802
Plate2_K24_SYNE2_Abcam,-0.005880458,0.051578658
Plate2_K3_MUC16 (CA125)_Abcam,0.114297029,0.044828243
Plate2_K4_S100A8_Abcam,0.133878794,0.249520214
Plate2_K5_ADAMTS13_R&D,0.023156507,0.099752846
Plate2_K6_S100A8_Abcam,-0.065709362,0.093319036
Plate2_K7_DVL1_R&D,0.081781896,0.082301486
Plate2_K8_SAR1A_Abcam,0.009905479,0.054198403
Plate2_K9_HSPB1_R&D,-0.007202427,0.206140759
Plate2_L1_COX6C_Abcam,-0.007746735,0.065738672
Plate2_L11_CXCL10_Abcam,0.046904694,0.174396922
Plate2_L13_CXCL11_Abcam,-0.034216183,0.130068202
Plate2_L15_DNAL4_Abcam,0.053808846,0.14075487
Plate2_L16_ABCB6_AvivaUV,0.08662724,0.105337233
Plate2_L17_DUSP6_Abcam,-0.021321696,0.044040469
Plate2_L19_EFNA5_Abcam,0.027622162,0.059606101
Plate2_L2_CEACAM6_AvivaUV,0.020484867,0.028972871
Plate2_L21_EFNB3_Abcam,0.010304724,0.087902642
Plate2_L22_SERPINC1_AvivaUV,0.061229732,0.110096507
Plate2_L23_EIF6_Abcam,0.184264544,0.154718149
Plate2_L24_CD1E_AvivaUV,0.09110531,0.204575493
Plate2_L3_CPLX1_Abcam,0.05743328,0.06538772
Plate2_L4_ABCB4_AvivaUV,0.005806156,0.016476306
Plate2_L5_CPN1_Abcam,0.003365842,0.017127394
Plate2_L6_KRT17_AvivaUV,0.074760694,0.065696439
Plate2_L7_CSF2_Abcam,0.028007508,0.108175714
Plate2_L8_LAMA5_AvivaUV,0.086669429,0.071518564
Plate2_L9_CSF3_Abcam,0.061435437,0.043629807
Plate2_M10_TIAF1_Abcam,0.074015566,0.059298482
Plate2_M11_PEBP1_R&D,0.076922346,0.274681303
Plate2_M12_TLN1_Abcam,0.004941148,0.049672668
Plate2_M13_MAPK8(T183/Y185)_R&D,-0.190822972,0.830739562
Plate2_M15_LAMC1_R&D,0.142240669,0.092659015
Plate2_M16_TNFRSF17_Abcam,0.072147521,0.077891354
Plate2_M17_LYVE1_R&D,0.10392537,0.11166782
Plate2_M18_TNFRSF17_Abcam,0.05982039,0.068445538
Plate2_M19_MMP12_R&D,0.039742255,0.084261281
Plate2_M20_TNFRSF1B _Abcam,0.089583699,0.094126936
Plate2_M21_PCSK9_R&D,0.022967475,0.027501538
Plate2_M23_NID1_R&D,0.008263372,0.055535477
Plate2_M24_TNK2_Abcam,0.089905607,0.19791904
Plate2_M3_KIT(Y730)_R&D,0.082279959,0.041854102
Plate2_M4_TFRC_Abcam,0.126098208,0.099084281
Plate2_M5_MIF_R&D,0.073759983,0.179841328
Plate2_M6_TGFA_Abcam,0.011452321,0.041170417
Plate2_M7_PIK3CD_R&D,-0.072323839,0.130237536
Plate2_M8_TGFB1_Abcam,0.109141754,0.138681896
Plate2_M9_KRT8_R&D,0.162353917,0.209040279
Plate2_N10_CD8B_AvivaUV,-0.003449234,0.019545606
Plate2_N11_F5_Abcam,-0.014063689,0.018876777
Plate2_N12_CD209_AvivaUV,0.011694549,0.038852744
Plate2_N13_F5_Abcam,0.01490177,0.053350926
Plate2_N15_F5_Abcam,-0.006244613,0.028104274
Plate2_N17_F7_Abcam,-0.004806712,0.026786425
Plate2_N18_RPS12_AvivaUV,-0.003857804,0.021859445
Plate2_N19_FABP5L2;FABP5L9;FABP5;FABP5L7_Abcam,0.004654645,0.020922589
Plate2_N2_MTAP_AvivaUV,0.04131665,0.046955063
Plate2_N20_SIVA1_AvivaUV,-0.001162475,0.02578209
Plate2_N21_FASLG_Abcam,-0.003047302,0.046293497
Plate2_N3_ENO2_Abcam,0.053969115,0.027378468
Plate2_N4_FAT4_AvivaUV,0.037699207,0.0217431
Plate2_N5_ENO2_Abcam,0.074321728,0.035549478
Plate2_N6_MDH1_AvivaUV,0.124119597,0.086531455
Plate2_N7_ENO3_Abcam,-0.029194796,0.072653727
Plate2_N9_EREG_Abcam,0.074839867,0.135028923
Plate2_O1_LTBP1_R&D,0.059290365,0.100583593
Plate2_O10_YWHAB (also detects YWHAZ)_Abcam,-0.107612151,0.233636678
Plate2_O11_MAPK11_R&D,0.089800438,0.067309098
Plate2_O12_ZYX_Abcam,0.020794783,0.102237989
Plate2_O13_MMP11_R&D,0.075772492,0.255497824
Plate2_O14_GATA2_Abcam,-0.230369645,0.358486884
Plate2_O15_MET_R&D,-0.00279951,0.071867087
Plate2_O16_VASN_Abcam,-0.071691142,0.237744869
Plate2_O17_NCSTN_R&D,0.039176636,0.161987379
Plate2_O18_EFNA5_Santa,-0.078388589,0.080061977
Plate2_O19_PECAM1_R&D,0.009745573,0.112496086
Plate2_O2_TPI1_Abcam,-0.073474218,0.157418165
Plate2_O20_HSPBP1_USBio,0.008411797,0.048885448
Plate2_O21_PARK7_R&D,-0.00721597,0.024576885
Plate2_O22_SMS_USBio,0.042936081,0.070374199
Plate2_O24_VASP_USBio,-0.019007656,0.054128649
Plate2_O3_NOTCH4_R&D,0.030831225,0.048887808
Plate2_O4_TTK_Abcam,0.136375138,0.17598864
Plate2_O5_PEAR1_R&D,-0.014914962,0.055588198
Plate2_O6_VCL_Abcam,-0.134654675,0.328745057
Plate2_O7_MAP2K4_R&D,0.062422685,0.076979929
Plate2_O8_VEGFA_Abcam,0.013781849,0.038881121
Plate2_O9_MAP3K3_R&D,-0.009834712,0.108672424
Plate2_P1_FGFBP1_Abcam,-0.069345886,0.113081761
Plate2_P10_EIF3B_AvivaUV,0.17833354,0.127295043
Plate2_P11_GTF2A2_Abcam,-0.025183303,0.042407056
Plate2_P12_SERPINB1_AvivaUV,0.074273558,0.176697434
Plate2_P13_GZMB_Abcam,0.083845391,0.16161791
Plate2_P14_APP_AvivaUV,-0.059938512,0.028738238
Plate2_P15_HBEGF_Abcam,-0.058208079,0.104781805
Plate2_P16_FOXO4_AvivaUV,0.00824324,0.037243395
Plate2_P17_HMGCS2_Abcam,0.057060472,0.048710494
Plate2_P18_WNT2_AvivaUV,-0.107611014,0.116439075
Plate2_P19_HOXC11_Abcam,-0.009799917,0.074363468
Plate2_P2_MUC13_AvivaUV,0.104829329,0.051205201
Plate2_P20_APOBEC3F_AvivaUV,0.001146997,0.056086501
Plate2_P21_HSPA1A_Abcam,-0.007396355,0.097713192
Plate2_P23_HSPA1A_Abcam,0.036602768,0.295841152
Plate2_P3_FUT4_Abcam,-0.077571591,0.107666284
Plate2_P4_NCOR1_AvivaUV,0.08369233,0.033116963
Plate2_P5_GADD45A_Abcam,0.05589745,0.078250097
Plate2_P6_KLK8_AvivaUV,-0.010020248,0.090751477
Plate2_P7_GALK1_Abcam,0.053641451,0.172554125
Plate2_P8_APOA1_AvivaUV,0.080316354,0.067655759
Plate2_P9_GRB2_Abcam,0.05493487,0.113691958
Plate3_A1_APOA4_AvivaUV,-0.055407564,0.118390266
Plate3_A10_AKT1_BD,-0.076461944,0.086619797
Plate3_A11_NEUROG2_AvivaUV,0.111222453,0.067909106
Plate3_A12_PDPK1_BD,-0.096616132,0.105037881
Plate3_A15_FOXO1_AvivaUV,0.117672322,0.101741303
Plate3_A16_APAF1_BD,0.003763802,0.069126333
Plate3_A17_FOXO3_AvivaUV,-0.041678319,0.083447049
Plate3_A19_MAP3K5_AvivaUV,-0.062130559,0.080110585
Plate3_A20_XIAP_BD,0.018684941,0.086877992
Plate3_A21_SFRP4_AvivaUV,0.133898801,0.103703719
Plate3_A22_NCBP2_BD,0.038789012,0.099313567
Plate3_A23_RASGRP3_AvivaUV,-0.046925628,0.122467347
Plate3_A24_TP53_BD,0.046929831,0.124534842
Plate3_A3_PRKAG2_AvivaUV,-0.050059863,0.090126004
Plate3_A4_IRS1_BD,0.028928953,0.084509136
Plate3_A5_MDH2_AvivaUV,0.074872833,0.049987292
Plate3_A6_RPS6KB1_BD,0.034210074,0.083540633
Plate3_A8_PIK3_BD,0.016059677,0.039259903
Plate3_A9_PSMB5_AvivaUV,0.023500427,0.038994558
Plate3_B1_FGF12_AvivaUV,-0.018804611,0.050104251
Plate3_B10_SPINT2_R&D,-0.043033942,0.093319387
Plate3_B11_UBR4_AvivaUV,0.060115213,0.041702344
Plate3_B14_FGF2_Abcam,0.03668915,0.068999228
Plate3_B15_ESM1_AvivaUV,-0.044422852,0.037220456
Plate3_B16_GPX2_Abcam,-0.036389528,0.133338879
Plate3_B17_CLDN14_AvivaUV,-0.01488942,0.05120682
Plate3_B18_SLC2A1_Abcam,-0.054061346,0.042986573
Plate3_B19_SCNN1G_AvivaUV,0.028338614,0.016878933
Plate3_B2_FIGF_Abnova,0.004069477,0.075030916
Plate3_B20_SMARCA2_Abcam,0.042134068,0.088569998
Plate3_B21_ST18_AvivaUV,0.107406262,0.060665462
Plate3_B22_FAM82B_Abcam,0.051435316,0.045563054
Plate3_B23_CAPN6_AvivaUV,0.005509918,0.062132828
Plate3_B24_MAT2B_Abcam,0.019598892,0.030963944
Plate3_B4_TIMP1_Epitomics,-0.132735565,0.098932807
Plate3_B5_PPID_AvivaUV,0.063816543,0.034469755
Plate3_B6_KRT17_Novacastra,-0.033198962,0.068292695
Plate3_B7_ALDH7A1_AvivaUV,0.033343078,0.019239644
Plate3_B8_LPAR3_Abcam,-0.042753558,0.023632819
Plate3_B9_DZIP1_AvivaUV,-0.082606236,0.037439295
Plate3_C1_HOXC6_AvivaUV,-0.011884843,0.068052956
Plate3_C10_PARP1 (Asp214 cleaved)_CSignal,0.030808094,0.167521886
Plate3_C11_TFAP2C_AvivaUV,-0.000898245,0.02854053
Plate3_C13_HSPA6_AvivaUV,0.045676869,0.062200964
Plate3_C14_CASP9 (Asp330 cleaved)_CSignal,0.140641151,0.057336917
Plate3_C16_EGFR_CSignal,0.01276775,0.071421965
Plate3_C18_EGFR (Y1068)_CSignal,0.042343829,0.061366239
Plate3_C19_MAP3K14_AvivaUV,0.106320097,0.038722563
Plate3_C2_EGFR_N.Maihle,-0.072636467,0.044145153
Plate3_C20_EGFR (Y992)_CSignal,-0.006348201,0.233194896
Plate3_C21_LPIN1_AvivaUV,-0.031307835,0.031579681
Plate3_C23_CCL21_AvivaUV,0.066502476,0.040885715
Plate3_C24_ESR1_CSignal,-0.057933183,0.130270084
Plate3_C3_CDC5L_AvivaUV,0.024128831,0.028624831
Plate3_C4_CASP3 (Asp175 cleaved)_CSignal,0.014688719,0.0884103
Plate3_C6_CASP6 (Asp162 cleaved)_CSignal,-0.021010656,0.021977121
Plate3_C7_TAF12_AvivaUV,0.104136539,0.095379273
Plate3_C8_CASP7 (Asp198 cleaved)_CSignal,-0.02026191,0.065258602
Plate3_C9_HNRNPU_AvivaUV,0.011153921,0.042377362
Plate3_D10_MUC1_Abcam,0.056622111,0.162051701
Plate3_D11_SFRS12_AvivaUV,0.013544539,0.130962192
Plate3_D13_HSPA12B_AvivaUV,0.007848455,0.030448343
Plate3_D14_Empty,0.010561838,0.134154106
Plate3_D16_Pafah1b2_Abcam,-0.006460633,0.197517422
Plate3_D17_LGALS2_AvivaUV,-0.020773936,0.15940846
Plate3_D18_VEGFA_Abcam,0.076453312,0.354760709
Plate3_D19_KLK13_AvivaUV,-0.075148798,0.396034529
Plate3_D2_PFAS_Abcam,-0.031034202,0.075889059
Plate3_D20_POSTN_Abcam,-0.00673415,0.055932036
Plate3_D21_NAP1L4_AvivaUV,0.044166721,0.159797005
Plate3_D22_CDC42EP5_Abcam,-0.051344096,0.046851914
Plate3_D23_PSMF1_AvivaUV,0.032380601,0.139716738
Plate3_D24_HBA1_Abcam,-0.092085916,0.235260787
Plate3_D3_MAP3K6_AvivaUV,0.018135629,0.049929709
Plate3_D4_RAB9A_Abcam,-0.014537319,0.024790992
Plate3_D5_TAF1L_AvivaUV,-0.074867586,0.265455923
Plate3_D6_CST4_Abcam,0.023422061,0.059170387
Plate3_D7_MDM1_AvivaUV,0.055083188,0.043635807
Plate3_D8_SLC1A1_Abcam,-0.002855495,0.02005885
Plate3_D9_PPIL3_AvivaUV,0.039580721,0.191825004
Plate3_E12_ERBB2_CSignal,-0.164249883,0.111267866
Plate3_E13_FGF21_AvivaUV,0.004148915,0.137600258
Plate3_E16_CHUK (S176)/IKBKB (S177)_CSignal,-0.086754126,0.121328431
Plate3_E17_LEFTY2_AvivaUV,0.022704544,0.068753525
Plate3_E19_RAB13_AvivaUV,-0.040874857,0.044846631
Plate3_E20_RPS6KA5 (T581)_CSignal,0.01708917,0.18072331
Plate3_E21_APOC3_AvivaUV,0.078329655,0.028424391
Plate3_E22_MAPK14 (T180/Y182)_CSignal,-0.110989443,0.16261111
Plate3_E23_CDS2_AvivaUV,0.06489701,0.100999546
Plate3_E24_MAP2K3 (S189/207)_CSignal,-0.065654926,0.106244654
Plate3_E3_PPP2R5A_AvivaUV,0.042071143,0.112607493
Plate3_E4_ESR1 (S104/106)_CSignal,-0.160806895,0.188191599
Plate3_E5_CLASP1_AvivaUV,-0.001370341,0.042980866
Plate3_E6_ESR1 (S118)_CSignal,0.016954208,0.0955981
Plate3_E7_NMU_AvivaUV,0.122907392,0.102789917
Plate3_E8_ERBB2 (Y877)_CSignal,0.042271043,0.116024547
Plate3_E9_PDK4_AvivaUV,0.01339796,0.024125659
Plate3_F1_SNX13_AvivaUV,-0.009898268,0.032825799
Plate3_F11_APOL6_AvivaUV,0.054964635,0.083916552
Plate3_F12_FGG_Abgent,-0.130728109,0.292688808
Plate3_F14_GCAT_Abgent,0.019797993,0.043771204
Plate3_F15_ADAMTS19_AvivaUV,0.067122701,0.075585752
Plate3_F16_DCPS_Abnova,-0.09903707,0.091916667
Plate3_F18_RBBP4_Abnova,0.033453636,0.178211112
Plate3_F19_SFRS14_AvivaUV,0.085434039,0.070068358
Plate3_F2_IGF2R_Abcam,-0.121826539,0.094831263
Plate3_F20_MUC1_Abnova,-0.051530433,0.180729056
Plate3_F21_APOF_AvivaUV,0.018547578,0.077791266
Plate3_F22_CEACAM5_Abnova,-0.04233217,0.151552056
Plate3_F23_BAD_BD,-0.09865803,0.187857787
Plate3_F24_ANP32A_Abnova,-0.070015024,0.358248158
Plate3_F3_TFAP2E_AvivaUV,0.009112727,0.030665065
Plate3_F4_PRDX3_Abcam,-0.077104291,0.09316207
Plate3_F5_CLDN18_AvivaUV,-0.041910013,0.052143843
Plate3_F6_ANXA4_Abcam,0.021018837,0.025584865
Plate3_F7_RGS20_AvivaUV,0.084111653,0.058965616
Plate3_F8_F2_Abcam,0.012533815,0.023253379
Plate3_F9_NFKBIL1_AvivaUV,0.074201884,0.058166393
Plate3_G1_SERPINA3_AvivaUV,0.033331844,0.033344548
Plate3_G10_MAP2K1 (S217/221)_CSignal,0.0015998,0.048900279
Plate3_G11_LGALS8_AvivaUV,-0.01761848,0.06918193
Plate3_G12_MAPK1/3 (T202/Y204)_CSignal,-0.059849496,0.278472325
Plate3_G14_RPS6KA2 (S380)_CSignal,0.094125107,0.150717587
Plate3_G15_APOE_AvivaUV,0.072530134,0.031289012
Plate3_G16_MAP2K4 (T261)_CSignal,-0.040437948,0.086023708
Plate3_G17_CDKN1B_AvivaUV,0.010346507,0.036293283
Plate3_G18_ATF2 (T71)_CSignal,-0.011700793,0.094117038
Plate3_G19_FGF1_AvivaUV,0.035499999,0.028703152
Plate3_G2_ATF2 (T71)_CSignal,0.098330703,0.123709029
Plate3_G21_IL3_AvivaUV,0.095379271,0.040505773
Plate3_G22_JUN (S63)_CSignal,-0.094370897,0.282858723
Plate3_G23_SHC1_AvivaUV,0.044591,0.054901339
Plate3_G24_SMAD5 (S463/465)_CSignal,-0.077511862,0.100896641
Plate3_G3_NPY1R_AvivaUV,-0.015922409,0.05055951
Plate3_G4_HSPB1 (S82)_CSignal,0.061423083,0.091327178
Plate3_G5_MUC7_AvivaUV,0.010653063,0.021564401
Plate3_G6_MAPKAPK2 (T334)_CSignal,0.020838973,0.048804351
Plate3_G7_TAF11_AvivaUV,0.000463608,0.015557902
Plate3_G8_RAF1 (S338)_CSignal,-0.019717639,0.063283415
Plate3_G9_CSNK1A1_AvivaUV,-0.078424465,0.042752028
Plate3_H1_BAG1_BD,-0.005353861,0.12353781
Plate3_H10_VDR_Abnova,-0.001729908,0.109655974
Plate3_H11_BECN1_BD,-0.085316431,0.087590863
Plate3_H12_ANP32B_Abnova,0.005331599,0.068031596
Plate3_H13_BID_BD,-0.061352197,0.04331945
Plate3_H14_DPM1_Abnova,-0.01787188,0.118373311
Plate3_H15_BID_BD,-0.026132948,0.15091169
Plate3_H16_VPS25_Abnova,-0.01204117,0.098014197
Plate3_H17_EGFR_BD,-0.035693937,0.138141558
Plate3_H18_CTSE_Abnova,-0.005463848,0.107561279
Plate3_H19_EGFR (activated)_BD,0.022080704,0.132262121
Plate3_H2_EPHX1_Abnova,0.005225342,0.068472015
Plate3_H20_SEPT5_Abnova,0.009726334,0.040305218
Plate3_H21_MAPK3_BD,-0.063336346,0.059721617
Plate3_H22_DNAJC10_Abnova,-0.065195915,0.096700349
Plate3_H23_MAPK1/3 (pT202/pY204)_BD,-0.09132828,0.140012383
Plate3_H24_DPP7_Abnova,-0.085258396,0.168887988
Plate3_H3_BAX_BD,-0.021149959,0.133637464
Plate3_H4_LAMB3_Abnova,0.061795324,0.115084224
Plate3_H5_BCL2_BD,-0.093481624,0.04406064
Plate3_H6_ANXA2_Abnova,-0.017340335,0.076933805
Plate3_H7_BCL2L1_BD,0.03520731,0.038404748
Plate3_H8_DDEF1_Abnova,-0.03285931,0.045947947
Plate3_H9_BCL2L1_BD,0.074331993,0.056545257
Plate3_I1_FGF9_AvivaUV,-0.027072602,0.09151197
Plate3_I10_SMAD2_CSignal,-0.029777118,0.091066401
Plate3_I11_DLL3_AvivaUV,0.165088874,0.115187286
Plate3_I12_SMAD1_CSignal,0.038133195,0.245698337
