Protein,Delta,DeltaSquared
Plate2_A9_ROBO4_R&D,-0.000891652,0.159800124
Plate2_B1_MMP-7_R&D,0.034535133,0.03805936
Plate2_B10_BMP7_AbD,0.042251872,0.037121884
Plate2_B11_COL4A3_Santa,-0.028321899,0.01495119
Plate2_B12_PLAUR_AbD,0.069203591,0.035226418
Plate2_B13_COL5A1_Santa,0.016860962,0.317111136
Plate2_B14_MUC17_AbD,0.026272516,0.054534731
Plate2_B15_COL5A3_Santa,0.10910988,0.148410783
Plate2_B16_KSR1_AbD,-0.071354055,0.121285153
Plate2_B18_KRT7_AbD,0.132402993,0.199190356
Plate2_B19_LAMB1_Santa,0.135951892,0.064598164
Plate2_B20_LILRB3_AbD,-0.047209456,0.039582956
Plate2_B21_CDKN2B_Santa,0.09453185,0.268343897
Plate2_B22_GP1BA_AbD,-0.115093147,0.02097561
Plate2_B23_CDKN2B_Santa,0.312301766,0.319827596
Plate2_B24_LRP1_AbD,0.026615641,0.194288017
Plate2_B3_MMP-7_R&D,0.046386686,0.071611082
Plate2_B4_DNAL4_USBio,-0.063557172,0.023838343
Plate2_B5_SPARC/Osteonectin_R&D,-0.18341069,0.076554041
Plate2_B6_RASSF5_USBio,0.074694098,0.056505171
Plate2_B7_SPARC/Osteonectin_R&D,0.066586722,0.025302341
Plate2_B8_CYCS_AbD,-0.014374006,0.029956127
Plate2_B9_SPP1/Osteopontin_R&D,0.063587472,0.01843675
Plate2_C1_WNT9A_R&D,0.045110882,0.099245552
Plate2_C10_KRT10_Abcam,0.198789327,0.499291946
Plate2_C11_PTP4A3_R&D,-0.092027349,0.014510861
Plate2_C12_KRT14_Abcam,-0.179213828,0.074703679
Plate2_C13_TIAM1_R&D,0.146776918,0.067817838
Plate2_C14_L1CAM_Abcam,-0.091521463,0.043472693
Plate2_C15_ADAM23_R&D,-0.113980384,0.111830748
Plate2_C16_LEPR_Abcam,-0.157584348,0.107673029
Plate2_C17_STAT4_R&D,0.068599501,0.016005975
Plate2_C18_LGALS7_Abcam,0.02510624,0.042033692
Plate2_C19_PPP2CA_R&D,-0.1017313,0.088179123
Plate2_C2_ITGB8_Abcam,-0.051935437,0.058668941
Plate2_C21_REG3A_R&D,0.259864076,0.109874143
Plate2_C23_THBS4_R&D,-0.07354217,0.042191564
Plate2_C24_LTBP1_Abcam,-0.029008809,0.058197276
Plate2_C3_STAT1_R&D,-0.015473826,0.053622026
Plate2_C4_ITSN_Abcam,-0.088511254,0.045559318
Plate2_C5_SFRP4_R&D,-0.000505841,0.013677462
Plate2_C6_KIT_Abcam,-0.100032376,0.026548852
Plate2_C7_SIGLEC5_R&D,-0.136799403,0.053823447
Plate2_C8_KLK11_Abcam,0.067597047,0.191935081
Plate2_C9_PTK2B(Y402)_R&D,0.031614313,0.052496158
Plate2_D1_PTK2_Santa,0.00770113,0.109356759
Plate2_D10_CD24_AbD,-0.095569318,0.092272658
Plate2_D11_MAPK3 (Y204)_Santa,-0.08658192,0.057207854
Plate2_D12_LYZ_AbD,0.0260144,0.052746223
Plate2_D13_AKT1/2/3 (S473)_Santa,0.122389661,0.609104038
Plate2_D14_IFNG_AbD,0.123128231,0.061097756
Plate2_D15_AKT1/2/3 (T308)_Santa,0.11907157,0.058458772
Plate2_D16_CEACAM1/3/6_AbD,0.093904237,0.070391882
Plate2_D17_ESR1 (S104/106)_Santa,0.255958522,0.171817755
Plate2_D18_ITGA3_AbD,0.3098103,0.322674115
Plate2_D19_TRPS1_Santa,-0.120034685,0.020968408
Plate2_D2_ICAM2_AbD,-0.00441814,0.102660833
Plate2_D20_TNFRSF1B _AbD,-0.021009173,0.013360954
Plate2_D21_ESR1_Santa,0.004993213,0.03428682
Plate2_D22_CDC25A_AbD,0.011336163,0.060535869
Plate2_D23_SMAD4_Santa,0.113643829,0.045959041
Plate2_D24_HLADR_AbD,-0.081698627,0.121963173
Plate2_D3_Cdkn2a_Santa,0.172279384,0.125296367
Plate2_D4_CD28_AbD,0.062604166,0.154086483
Plate2_D5_MET_Santa,0.236500734,0.155028772
Plate2_D6_FASLG_AbD,0.003170961,0.050805337
Plate2_D7_ANXA2_Santa,-0.055062035,0.01954461
Plate2_D8_ALCAM_AbD,0.016274306,0.012326453
Plate2_D9_VIM_Santa,0.031901469,0.012226273
Plate2_E1_STAT1(Y701)_R&D,0.011808309,0.034445137
Plate2_E10_MASP1_Abcam,-0.056244711,0.02315146
Plate2_E11_HSPG2_R&D,0.001744797,0.050966562
Plate2_E12_MKNK1_Abcam,0.045626889,0.113246904
Plate2_E13_CDK1(Y15)_R&D,0.136677223,0.069423583
Plate2_E16_MMP2_Abcam,0.00243922,0.035516806
Plate2_E17_CAT_R&D,0.032168172,0.187648541
Plate2_E18_MMP9_Abcam,-0.002910684,0.090833772
Plate2_E19_ARMET_R&D,-0.149592804,0.123611043
Plate2_E20_MMRN1_Abcam,-0.174459966,0.050532213
Plate2_E21_CDCP1_R&D,-0.075908118,0.034185503
Plate2_E22_MST1_Abcam,0.153473739,0.045366702
Plate2_E23_CHUK_R&D,0.107278517,0.204097259
Plate2_E24_MUC16 (CA125)_Abcam,-0.016575406,0.034840515
Plate2_E4_LYVE1_Abcam,-0.035426617,0.003866096
Plate2_E5_IFNG_R&D,-0.174207773,0.174518059
Plate2_E6_MAP2K1_Abcam,0.030789572,0.114494126
Plate2_E7_FETUB_R&D,0.005083782,0.043601892
Plate2_E8_MAPRE2_Abcam,-0.029869081,0.157699661
Plate2_E9_CTSS_R&D,-0.097664614,0.261037145
Plate2_F1_COL1A1_Santa,0.078406291,0.087051487
Plate2_F10_S100A7/Psoriasin_Polyak,0.076572541,0.082559192
Plate2_F11_ARFIP2_Abcam,0.013631327,0.087121212
Plate2_F12_S100A7/Psoriasin_Polyak,0.288697888,0.209574284
Plate2_F13_ARHGDIB_Abcam,0.00892208,0.031686155
Plate2_F14_S100A7/Psoriasin_Polyak,0.112847431,0.056676088
Plate2_F15_ATF2_Abcam,-0.02503267,0.114720391
Plate2_F16_LTF_Novus,0.098311042,0.063995953
Plate2_F19_BCAR1_Abcam,-0.012188626,0.110624917
Plate2_F2_,0.022830721,0.030444867
Plate2_F20_TCF3_AvivaUV,-0.004546575,0.056305053
Plate2_F21_BTD_Abcam,0.057367532,0.08160802
Plate2_F22_IRF5_AvivaUV,-0.046692914,0.048746261
Plate2_F23_C4B_Abcam,0.117708218,0.030452238
Plate2_F24_APOBEC1_AvivaUV,0.085856683,0.071875199
Plate2_F3_COL1A1_Santa,-0.003287026,0.026315116
Plate2_F4_PPIA_AbD,0.005861575,0.02126706
Plate2_F6_CTGF_Antigenix,-0.016121444,0.420033856
Plate2_F7_ANG_Abcam,0.129113239,0.254222386
Plate2_F8_S100A7/Psoriasin_Polyak,0.138566651,0.03136602
Plate2_F9_APAF1_Abcam,0.004660947,0.020875399
Plate2_G1_A2M_R&D,-0.026391339,0.020743161
Plate2_G10_NID1_Abcam,-0.259792739,0.387727575
Plate2_G11_IFNAR1_R&D,0.007274186,0.08132908
Plate2_G12_NME2_Abcam,-0.023159905,0.093655781
Plate2_G13_FOLR3_R&D,0.067023572,0.084676824
Plate2_G14_NPC2_Abcam,-0.064475733,0.079016564
Plate2_G15_FBLN5_R&D,-0.190905906,0.148304022
Plate2_G16_NTRK1-3_Abcam,0.044668482,0.150409689
Plate2_G17_CTNNB1_R&D,-0.079188412,0.016608811
Plate2_G18_ORM1_Abcam,-0.078906514,0.254947595
Plate2_G19_WNT7B_R&D,-0.064225474,0.043291212
Plate2_G2_MUC2 (SMUC)_Abcam,0.077178335,0.043489435
Plate2_G20_PDLIM1_Abcam,0.008619813,0.033278269
Plate2_G21_CRK_R&D,-0.049294968,0.063184807
Plate2_G23_BMP4_R&D,0.014988096,0.00615845
Plate2_G24_PIK3CB_Abcam,-0.13247026,0.034772065
Plate2_G3_CD24_R&D,-0.078738691,0.130825039
Plate2_G4_MUC4_Abcam,0.067598769,0.087236719
Plate2_G5_CTSD_R&D,0.002751184,0.036393729
Plate2_G6_MYL6B_Abcam,0.0175152,0.024589518
Plate2_G7_A2M_R&D,-0.081157029,0.042006855
Plate2_G9_CREB1_R&D,0.036787122,0.01131714
Plate2_H1_C4B_Abcam,0.117765789,0.066321097
Plate2_H10_WNT9A_AvivaUV,0.100336612,0.019991715
Plate2_H11_CAST_Abcam,0.051722579,0.019736658
Plate2_H12_HOXC10_AvivaUV,-0.002415103,0.047930571
Plate2_H13_CCL14_Abcam,-0.131349038,0.164065153
Plate2_H14_MSH6_AvivaUV,-0.05886957,0.042865029
Plate2_H15_CCL20_Abcam,-0.004494033,0.111723461
Plate2_H16_IRF2_AvivaUV,-0.000723299,0.021505032
Plate2_H17_CCL5_Abcam,0.037710761,0.013102039
Plate2_H18_RXRG_AvivaUV,0.089857851,0.021279526
Plate2_H19_CCL5_Abcam,0.064335807,0.016805777
Plate2_H2_TLX2_AvivaUV,0.002324353,0.036994638
Plate2_H20_SCNN1B_AvivaUV,0.00602893,0.007445512
Plate2_H21_CCNE2_Abcam,0.035007794,0.021892185
Plate2_H22_MUC1_AvivaUV,0.029583204,0.038297981
Plate2_H23_CD163_Abcam,-0.124344396,0.03237726
Plate2_H24_WNT11_AvivaUV,-0.082529837,0.01929605
Plate2_H3_C4B (also detect C4A)_Abcam,-0.024164706,0.032496833
Plate2_H4_KCNN3_AvivaUV,0.124829918,0.018807605
Plate2_H5_C5_Abcam,0.085894902,0.032010171
Plate2_H6_CCND1_AvivaUV,0.021352544,0.063022004
Plate2_H7_C6orf115_Abcam,0.004511882,0.062016827
Plate2_H8_PPARGC1A_AvivaUV,-0.022361019,0.042734367
Plate2_H9_CALR_Abcam,0.029718407,0.100571898
Plate2_I1_HSPG2_R&D,0.236910521,0.112224796
Plate2_I10_PRL_Abcam,-0.028707419,0.110221467
Plate2_I11_DLL3_R&D,-0.016942018,0.200350372
Plate2_I12_PSAP_Abcam,-0.034593472,0.06079194
Plate2_I13_DKK3_R&D,0.307300932,0.752794574
Plate2_I16_RAD52_Abcam,-0.036323752,0.009752626
Plate2_I17_GRAP2_R&D,-0.282324478,0.106165898
Plate2_I18_RBL2_Abcam,-0.023814129,0.038927828
Plate2_I19_ENG_R&D,-0.014831039,0.041043471
Plate2_I20_RETN_Abcam,0.011776702,0.070500904
Plate2_I21_BIRC2_R&D,0.16769105,0.195399979
Plate2_I22_RPS6KSK1_Abcam,0.013162436,0.083022474
Plate2_I23_GP5_R&D,-0.185913761,0.054972513
Plate2_I24_S100A4_Abcam,0.038713026,0.043411244
Plate2_I5_BID_R&D,-0.004771837,0.014815876
Plate2_I6_PKC (alpha/beta/gamma)_Abcam,-0.079558457,0.209922759
Plate2_I7_ERBB4 _R&D,-0.068712359,0.186665384
Plate2_I8_PLCG1_Abcam,-0.023786525,0.083146066
Plate2_I9_FUT3_R&D,-0.092755464,0.196358699
Plate2_J1_CD19_Abcam,0.001477092,0.022468042
Plate2_J10_PPARGC1B_AvivaUV,-0.026375018,0.032120575
Plate2_J11_CFL1_Abcam,-0.047209054,0.158728682
Plate2_J12_CCNH_AvivaUV,0.002199627,0.010970965
Plate2_J13_CHMP1A_Abcam,-0.062444846,0.058261482
Plate2_J14_IGF1_AvivaUV,0.052855555,0.049899758
Plate2_J15_CHRDL1_Abcam,0.077018459,0.290554932
Plate2_J16_FN1_AvivaUV,0.054342203,0.01520595
Plate2_J17_CIDEA_Abcam,-0.052951833,0.066158699
Plate2_J18_STK11_AvivaUV,0.012014108,0.012874154
Plate2_J19_CLIC1_Abcam,0.023333582,0.010801938
Plate2_J2_HDAC11_AvivaUV,0.013782166,0.034745506
Plate2_J20_AVP_AvivaUV,-0.021363413,0.020650279
Plate2_J21_CLIC1_Abcam,-0.096848026,0.062205101
Plate2_J22_KLK2_AvivaUV,-0.011896911,0.005676717
Plate2_J23_COL24A1_Abcam,-0.064608304,0.122791093
Plate2_J24_MMP8_AvivaUV,0.156375715,0.039162219
Plate2_J3_CD19_Abcam,-0.019537817,0.064264265
Plate2_J4_WNT7A_AvivaUV,0.005202871,0.008678399
Plate2_J5_CD86_Abcam,-0.008644132,0.186137397
Plate2_J6_FZD1_AvivaUV,-0.000535583,0.025416742
Plate2_J7_CDSN_Abcam,0.028015429,0.181296155
Plate2_J8_WNT10A_AvivaUV,-0.009930227,0.046558767
Plate2_J9_CEACAM5_Abcam,0.051441505,0.013869549
Plate2_K1_FKBP2_R&D,0.051548049,0.1675633
Plate2_K10_SHBG_Abcam,0.050310083,0.059648439
Plate2_K11_INPP5D_R&D,-0.035649256,0.072151751
Plate2_K12_SNX7_Abcam,-0.002834679,0.017179458
Plate2_K13_MAP2K4 (S257/T261)_R&D,-0.003697623,0.025739062
Plate2_K14_SOD1_Abcam,0.03437487,0.014760556
Plate2_K15_PCSK9_R&D,-0.04934043,0.067468011
Plate2_K16_SPARC _Abcam,-0.084592348,0.303760557
Plate2_K17_NOTCH3_R&D,-0.056693414,0.064691906
Plate2_K18_SP1_Abcam,-0.085105982,0.039322984
Plate2_K2_S100A7 _Abcam,0.093606251,0.014191991
Plate2_K20_STC2_Abcam,0.119704014,0.051293566
Plate2_K21_MAPK3_R&D,0.10781309,0.283635888
Plate2_K22_STIP1_Abcam,-0.144691091,0.094288654
Plate2_K23_PIK3CB_R&D,-0.164573577,0.049776591
Plate2_K24_SYNE2_Abcam,-0.141745534,0.032480538
Plate2_K3_MUC16 (CA125)_Abcam,-0.183536141,0.057401397
Plate2_K4_S100A8_Abcam,0.106958014,0.473832921
Plate2_K5_ADAMTS13_R&D,-0.130293617,0.115090795
Plate2_K6_S100A8_Abcam,-0.014067478,0.038451377
Plate2_K7_DVL1_R&D,0.008846165,0.033539307
Plate2_K8_SAR1A_Abcam,0.013553307,0.025143324
Plate2_K9_HSPB1_R&D,-0.05268454,0.041688754
Plate2_L1_COX6C_Abcam,-0.074790067,0.147066344
Plate2_L10_HAPLN1_AvivaUV,-0.14777862,0.047435829
Plate2_L11_CXCL10_Abcam,0.015991498,0.006735929
Plate2_L12_MYH1_AvivaUV,0.044149368,0.024192137
Plate2_L13_CXCL11_Abcam,0.040917958,0.050003569
Plate2_L14_KRT2_AvivaUV,0.073258226,0.018685094
Plate2_L15_DNAL4_Abcam,-0.058886475,0.023505745
Plate2_L17_DUSP6_Abcam,-0.088280869,0.030060946
Plate2_L19_EFNA5_Abcam,0.011752881,0.01670618
Plate2_L2_CEACAM6_AvivaUV,-0.05015098,0.03588502
Plate2_L21_EFNB3_Abcam,0.034523919,0.069614761
Plate2_L22_SERPINC1_AvivaUV,-0.078089742,0.056230177
Plate2_L23_EIF6_Abcam,0.053106714,0.275487074
Plate2_L24_CD1E_AvivaUV,0.129056639,0.067425249
Plate2_L3_CPLX1_Abcam,-0.00909297,0.026752351
Plate2_L4_ABCB4_AvivaUV,0.010080217,0.006224625
Plate2_L5_CPN1_Abcam,0.056771712,0.027266004
Plate2_L6_KRT17_AvivaUV,0.036528762,0.033024203
Plate2_L7_CSF2_Abcam,-0.028152645,0.016145288
Plate2_L8_LAMA5_AvivaUV,-0.022090229,0.007045989
Plate2_L9_CSF3_Abcam,0.05552002,0.015925589
Plate2_M1_Cy3/Cy5 (not a gene)_Abcam,-0.007153838,0.041696816
Plate2_M10_TIAF1_Abcam,-0.015827641,0.392853461
Plate2_M11_PEBP1_R&D,0.068412466,0.190924096
Plate2_M12_TLN1_Abcam,0.126134645,0.051940815
Plate2_M13_MAPK8(T183/Y185)_R&D,-0.255971409,0.294513452
Plate2_M15_LAMC1_R&D,-0.010061093,0.050888943
Plate2_M16_TNFRSF17_Abcam,0.133969822,0.075801801
Plate2_M17_LYVE1_R&D,-0.188670617,0.175166398
Plate2_M18_TNFRSF17_Abcam,0.003574553,0.154564759
Plate2_M19_MMP12_R&D,-0.005055169,0.04752246
Plate2_M20_TNFRSF1B _Abcam,0.010181469,0.061298153
Plate2_M21_PCSK9_R&D,-0.170059594,0.064975374
Plate2_M23_NID1_R&D,-0.089759553,0.063937092
Plate2_M24_TNK2_Abcam,-0.019830225,0.102419309
Plate2_M3_KIT(Y730)_R&D,-0.048560959,0.036105312
Plate2_M4_TFRC_Abcam,0.083988831,0.059903714
Plate2_M5_MIF_R&D,-0.098740417,0.070141687
Plate2_M6_TGFA_Abcam,-0.048863074,0.084865674
Plate2_M7_PIK3CD_R&D,-0.007114064,0.188802514
Plate2_M8_TGFB1_Abcam,-0.031387989,0.282904392
Plate2_M9_KRT8_R&D,-0.077742467,0.281120792
Plate2_N1_ENO2_Abcam,0.061201523,0.1569133
Plate2_N10_CD8B_AvivaUV,0.052668542,0.017458187
Plate2_N11_F5_Abcam,0.006926434,0.025637723
Plate2_N12_CD209_AvivaUV,-0.041561127,0.033405444
Plate2_N13_F5_Abcam,0.020095581,0.04042301
Plate2_N14_PSEN1_AvivaUV,-0.217974069,0.057905143
Plate2_N15_F5_Abcam,0.000800509,0.005666231
Plate2_N17_F7_Abcam,-0.070232477,0.022063945
Plate2_N18_RPS12_AvivaUV,0.099413622,0.045260096
Plate2_N19_FABP5L2;FABP5L9;FABP5;FABP5L7_Abcam,0.041383045,0.007688797
Plate2_N2_MTAP_AvivaUV,0.00785221,0.01954532
Plate2_N20_SIVA1_AvivaUV,0.030300298,0.013851764
Plate2_N21_FASLG_Abcam,0.014576959,0.092530068
Plate2_N22_MUC16_AvivaUV,0.022193991,0.049270292
Plate2_N3_ENO2_Abcam,-0.018953546,0.041167064
Plate2_N4_FAT4_AvivaUV,0.032266514,0.013466926
Plate2_N5_ENO2_Abcam,-0.061782435,0.009477384
Plate2_N6_MDH1_AvivaUV,-0.051263336,0.025765514
Plate2_N7_ENO3_Abcam,-0.098878805,0.069026052
Plate2_N8_LOX_AvivaUV,-0.099594259,0.093317532
Plate2_N9_EREG_Abcam,-0.044094126,0.115998774
Plate2_O1_LTBP1_R&D,0.054742393,0.044596951
Plate2_O10_YWHAB (also detects YWHAZ)_Abcam,-0.089076451,0.162816843
Plate2_O11_MAPK11_R&D,-0.120397172,0.037303998
Plate2_O12_ZYX_Abcam,-0.161660538,0.182601428
Plate2_O13_MMP11_R&D,0.212669627,0.142389914
Plate2_O14_GATA2_Abcam,0.172212972,0.469972405
Plate2_O15_MET_R&D,-0.115718308,0.133786405
Plate2_O16_VASN_Abcam,-0.079143779,0.21454504
Plate2_O17_NCSTN_R&D,0.155569035,0.074259068
Plate2_O18_EFNA5_Santa,-0.141578506,0.043554791
Plate2_O19_PECAM1_R&D,-0.107191568,0.061118909
Plate2_O2_TPI1_Abcam,0.064936547,0.052596316
Plate2_O20_HSPBP1_USBio,0.029062841,0.066079624
Plate2_O21_PARK7_R&D,-0.043602402,0.059036156
Plate2_O22_SMS_USBio,0.055578396,0.040181497
Plate2_O23_EGFR_R&D,-0.026015255,0.044101071
Plate2_O24_VASP_USBio,-0.076317273,0.025839121
Plate2_O3_NOTCH4_R&D,-0.098078579,0.020250757
Plate2_O4_TTK_Abcam,-0.016142672,0.126923374
Plate2_O5_PEAR1_R&D,-0.139046769,0.173235271
Plate2_O6_VCL_Abcam,-0.356078851,0.430919174
Plate2_O7_MAP2K4_R&D,-0.028393581,0.061480945
Plate2_O8_VEGFA_Abcam,-0.048568655,0.025832763
Plate2_O9_MAP3K3_R&D,-0.014034216,0.041027977
Plate2_P1_FGFBP1_Abcam,-0.046605333,0.063770706
Plate2_P10_EIF3B_AvivaUV,-0.185159374,0.089446974
Plate2_P11_GTF2A2_Abcam,-0.073085241,0.02732674
Plate2_P12_SERPINB1_AvivaUV,-0.020284607,0.038112631
Plate2_P13_GZMB_Abcam,-0.072961881,0.046294271
Plate2_P14_APP_AvivaUV,-0.016748099,0.038797029
Plate2_P15_HBEGF_Abcam,-0.169651271,0.572441528
Plate2_P16_FOXO4_AvivaUV,0.010274986,0.027011037
Plate2_P17_HMGCS2_Abcam,-0.011950739,0.006970498
Plate2_P18_WNT2_AvivaUV,-0.054376725,0.135075295
Plate2_P19_HOXC11_Abcam,-0.035003898,0.025287713
Plate2_P2_MUC13_AvivaUV,-0.079630256,0.031183141
Plate2_P20_APOBEC3F_AvivaUV,0.065359738,0.050314439
Plate2_P21_HSPA1A_Abcam,0.018887757,0.05559794
Plate2_P23_HSPA1A_Abcam,-0.105793677,0.134364114
Plate2_P3_FUT4_Abcam,0.086708346,0.074351526
Plate2_P4_NCOR1_AvivaUV,-0.038300437,0.014150916
Plate2_P5_GADD45A_Abcam,0.082208464,0.048971337
Plate2_P7_GALK1_Abcam,0.10529101,0.086637589
Plate2_P8_APOA1_AvivaUV,0.014330314,0.028201933
Plate2_P9_GRB2_Abcam,0.025639834,0.013288754
Plate3_A1_APOA4_AvivaUV,-0.048891815,0.156652966
Plate3_A10_AKT1_BD,-0.300375585,0.23206416
Plate3_A11_NEUROG2_AvivaUV,-0.01887456,0.055252503
Plate3_A12_PDPK1_BD,-0.159220892,0.088293592
Plate3_A15_FOXO1_AvivaUV,0.048937796,0.13289702
Plate3_A16_APAF1_BD,-0.063910829,0.120525283
Plate3_A17_FOXO3_AvivaUV,-0.087589045,0.043331555
Plate3_A18_Bruce_BD,-0.096132167,0.363679505
Plate3_A19_MAP3K5_AvivaUV,-0.01286207,0.048967565
Plate3_A2_INSR_BD,0.01631873,0.032709017
Plate3_A20_XIAP_BD,-0.018019984,0.046417377
Plate3_A21_SFRP4_AvivaUV,0.017755499,0.14821581
Plate3_A22_NCBP2_BD,-0.055856527,0.112547421
Plate3_A23_RASGRP3_AvivaUV,-0.19815631,0.257820518
Plate3_A24_TP53_BD,-0.108943506,0.125409702
Plate3_A3_PRKAG2_AvivaUV,-0.127377251,0.071503487
Plate3_A4_IRS1_BD,-0.073090174,0.157482678
Plate3_A5_MDH2_AvivaUV,0.032624123,0.029099816
Plate3_A6_RPS6KB1_BD,0.012770509,0.323986169
Plate3_A7_LGALS3BP_AvivaUV,-0.039385962,0.037232252
Plate3_A8_PIK3_BD,0.016579952,0.039668505
Plate3_A9_PSMB5_AvivaUV,0.004212841,0.005655393
Plate3_B1_FGF12_AvivaUV,-0.006508194,0.043599585
Plate3_B10_SPINT2_R&D,-0.009876194,0.097749093
Plate3_B11_UBR4_AvivaUV,-0.053863324,0.056927047
Plate3_B13_MYCBP_AvivaUV,-0.135759568,0.068179513
Plate3_B14_FGF2_Abcam,0.013116787,0.052224501
Plate3_B16_GPX2_Abcam,0.010349838,0.141991709
Plate3_B17_CLDN14_AvivaUV,0.087543206,0.059520324
Plate3_B18_SLC2A1_Abcam,-0.009696989,0.018784253
Plate3_B19_SCNN1G_AvivaUV,-0.04266981,0.022993076
Plate3_B2_FIGF_Abnova,-0.125759832,0.063232053
Plate3_B20_SMARCA2_Abcam,0.093881661,0.023958539
Plate3_B21_ST18_AvivaUV,-0.031517966,0.030170793
Plate3_B22_FAM82B_Abcam,0.02586344,0.022466602
Plate3_B23_CAPN6_AvivaUV,-0.086129477,0.049132837
Plate3_B24_MAT2B_Abcam,-0.014462098,0.009180042
Plate3_B3_FAM120A_AvivaUV,0.089612195,0.150610429
Plate3_B4_TIMP1_Epitomics,-0.018585851,0.086504084
Plate3_B5_PPID_AvivaUV,-0.077616355,0.013672376
Plate3_B6_KRT17_Novacastra,-0.22586756,0.062359664
Plate3_B7_ALDH7A1_AvivaUV,0.024627552,0.016130612
Plate3_B8_LPAR3_Abcam,-0.044227492,0.030822986
Plate3_B9_DZIP1_AvivaUV,-0.089854644,0.023110786
Plate3_C1_HOXC6_AvivaUV,-0.081519522,0.031979727
Plate3_C10_PARP1 (Asp214 cleaved)_CSignal,0.104981345,0.091475008
Plate3_C11_TFAP2C_AvivaUV,-0.054388014,0.006349366
Plate3_C13_HSPA6_AvivaUV,-0.157639377,0.060065517
Plate3_C14_CASP9 (Asp330 cleaved)_CSignal,-0.030656961,0.043562554
Plate3_C16_EGFR_CSignal,0.046262198,0.109892943
Plate3_C18_EGFR (Y1068)_CSignal,0.098838996,0.035249201
Plate3_C19_MAP3K14_AvivaUV,0.07118251,0.019972087
Plate3_C2_EGFR_N.Maihle,-0.061857626,0.031094652
Plate3_C20_EGFR (Y992)_CSignal,0.059501666,0.05223443
Plate3_C21_LPIN1_AvivaUV,-0.010823662,0.021744653
Plate3_C22_EGFR (Y1045)_CSignal,0.008377038,0.194317535
Plate3_C23_CCL21_AvivaUV,0.05401322,0.019390083
Plate3_C24_ESR1_CSignal,-0.175759323,0.108413976
Plate3_C3_CDC5L_AvivaUV,0.025879172,0.035062581
Plate3_C4_CASP3 (Asp175 cleaved)_CSignal,0.177434486,0.132579265
Plate3_C6_CASP6 (Asp162 cleaved)_CSignal,0.062000302,0.047476903
Plate3_C7_TAF12_AvivaUV,0.023662489,0.012603107
Plate3_C8_CASP7 (Asp198 cleaved)_CSignal,-0.020120087,0.022439185
Plate3_C9_HNRNPU_AvivaUV,-0.027311392,0.006339314
Plate3_D1_CHST1_AvivaUV,0.179045758,0.25575617
Plate3_D10_MUC1_Abcam,0.176334827,0.068347505
Plate3_D11_SFRS12_AvivaUV,0.036121375,0.047384475
Plate3_D12_FSCN1_Abcam,-0.202644523,0.095664473
Plate3_D13_HSPA12B_AvivaUV,0.109144988,0.052601696
Plate3_D14_Empty,-0.020298405,0.080540919
Plate3_D15_ADAM7_AvivaUV,0.157151226,0.179251388
Plate3_D16_Pafah1b2_Abcam,-0.109469601,0.076044636
Plate3_D17_LGALS2_AvivaUV,0.079534438,0.015495957
Plate3_D18_VEGFA_Abcam,0.039900639,0.159839712
Plate3_D19_KLK13_AvivaUV,-0.042181764,0.030695243
Plate3_D2_PFAS_Abcam,0.016947336,0.014818335
Plate3_D20_POSTN_Abcam,0.07566382,0.054979145
Plate3_D21_NAP1L4_AvivaUV,0.066979477,0.032034223
Plate3_D22_CDC42EP5_Abcam,-0.000217399,0.027583002
Plate3_D23_PSMF1_AvivaUV,0.042962167,0.032968849
Plate3_D24_HBA1_Abcam,-0.223598231,0.148999266
Plate3_D3_MAP3K6_AvivaUV,-0.010561629,0.034017429
Plate3_D4_RAB9A_Abcam,0.033348529,0.079625815
Plate3_D5_TAF1L_AvivaUV,-0.064425293,0.016493155
Plate3_D6_CST4_Abcam,0.064446005,0.024190181
Plate3_D7_MDM1_AvivaUV,0.007624612,0.012684497
Plate3_D8_SLC1A1_Abcam,-0.077806194,0.011361749
Plate3_D9_PPIL3_AvivaUV,0.087279787,0.101300801
Plate3_E1_TAGLN_AvivaUV,0.019343453,0.033505437
Plate3_E11_ILF3_AvivaUV,0.017724585,0.02604224
Plate3_E12_ERBB2_CSignal,-0.075035357,0.048830108
Plate3_E13_FGF21_AvivaUV,0.013889114,0.063202708
Plate3_E15_CDKN3_AvivaUV,0.015525889,0.013606804
Plate3_E16_CHUK (S176)/IKBKB (S177)_CSignal,-0.143353975,0.031159455
Plate3_E17_LEFTY2_AvivaUV,0.028225525,0.037195094
Plate3_E19_RAB13_AvivaUV,-0.017701485,0.096905949
Plate3_E20_RPS6KA5 (T581)_CSignal,-0.066135784,0.211224282
Plate3_E21_APOC3_AvivaUV,0.053092608,0.007518279
Plate3_E22_MAPK14 (T180/Y182)_CSignal,0.084085155,0.042661507
Plate3_E23_CDS2_AvivaUV,0.077966795,0.082295728
Plate3_E24_MAP2K3 (S189/207)_CSignal,-0.066955951,0.092021048
Plate3_E3_PPP2R5A_AvivaUV,0.040001694,0.156047327
Plate3_E4_ESR1 (S104/106)_CSignal,0.033377771,0.069662369
Plate3_E5_CLASP1_AvivaUV,-0.00790495,0.031215057
Plate3_E6_ESR1 (S118)_CSignal,-0.099282287,0.102828023
Plate3_E7_NMU_AvivaUV,0.040588915,0.090028671
Plate3_E8_ERBB2 (Y877)_CSignal,0.100939074,0.121811919
Plate3_E9_PDK4_AvivaUV,0.165117301,0.061518246
