"","x"
"Comp 1",2926.99746236994
"Comp 2",8261.00662763552
"Comp 3",1589.59610994568
"Comp 4",440.525674422815
"Comp 5",1250.46716038746
"Comp 6",393.481758806076
"Comp 7",859.222679581264
"Comp 8",555.796401528668
